Date_x,2y TIPS,5y TIPS,10y TIPS,30y TIPS,1 Month Bills,3 Month Bills,6 Month Bills,12 Month Bills,2 Year Note,3 Year Note,5 Year Note,7 Year Note,10 Year Note,20 Year Bond,30 Year Bond,SVB_Asset,SVB_STDebt,QuarterYear,Date_y,SVB ST And LT Investments,SVB Held to Maturity/Amortized at Cost,SVB Total Assets,SVB Total Deposits,SVB ST Borrowings & Repos,SVB LT Debt,SVB Total Liabilities,BOFA ST And LT Investments,BOFA Held to Maturity/Amortized at Cost,BOFA Total Assets,BOFA ST Borrowings & Repos,BOFA LT Debt,BOFA Total Liabilities,CITI ST And LT Investments,CITI Held to Maturity/Amortized at Cost,CITI Total Assets,CITI ST Borrowings & Repos,CITI LT Debt,CITI Total Liabilities,FRCB ST And LT Investments,FRCB Held to Maturity/Amortized at Cost,FRCB Total Assets,FRCB ST Borrowings & Repos,FRCB LT Debt,FRCB Total Liabilities,GS ST And LT Investments,GS Held to Maturity/Amortized at Cost,GS Total Assets,GS ST Borrowings & Repos,GS LT Debt,GS Total Liabilities,JPM ST And LT Investments,JPM Held to Maturity/Amortized at Cost,JPM Total Assets,JPM ST Borrowings & Repos,JPM LT Debt,JPM Total Liabilities,MS ST And LT Investments,MS Held to Maturity/Amortized at Cost,MS Total Assets,MS ST Borrowings & Repos,MS LT Debt,MS Total Liabilities
2022-12-01,2.157573,1.638468623,1.567160368,1.654441476,3.976397991,4.342877388,4.753239632,4.686757565,4.425798416,4.224168777,4.003858089,3.965277433,3.874789476,4.14377594,3.962996721,,,Q4 2022,Q4 2022,120054000,91321000,211793000,173109000,13650000,5698000,195498000,1158927000,632825000,3051375000,304964000,284343000,2778178000,785390000.0,268863000,2416676000.0,430193000.0,273978000.0,2214838000.0,31719000,28348000,212639000,6884000,9947000,195193000,372461000.0,51662000,1441799000.0,352897000.0,248967000.0,1324610000.0,1014081000,425305000,3665743000.0,375047000.0,315086000.0,3373411000.0,417034000.0,75634000,1180231000.0,203544000.0,242089000.0,1079000000.0
2022-11-01,1.801263,1.292867661,1.235574365,1.373047471,3.922003031,4.319564819,4.650135994,4.686301708,4.310209274,4.049203396,3.736707687,3.675862789,3.605422497,3.927134752,3.735945463,,,Q4 2022,Q4 2022,120054000,91321000,211793000,173109000,13650000,5698000,195498000,1158927000,632825000,3051375000,304964000,284343000,2778178000,785390000.0,268863000,2416676000.0,430193000.0,273978000.0,2214838000.0,31719000,28348000,212639000,6884000,9947000,195193000,372461000.0,51662000,1441799000.0,352897000.0,248967000.0,1324610000.0,1014081000,425305000,3665743000.0,375047000.0,315086000.0,3373411000.0,417034000.0,75634000,1180231000.0,203544000.0,242089000.0,1079000000.0
2022-10-01,1.605566,1.564068556,1.530935645,1.651615024,3.596527815,4.055928707,4.535924435,4.601874352,4.48238802,4.440351963,4.22826767,4.142715931,4.047808647,4.403814316,4.163863182,,,Q4 2022,Q4 2022,120054000,91321000,211793000,173109000,13650000,5698000,195498000,1158927000,632825000,3051375000,304964000,284343000,2778178000,785390000.0,268863000,2416676000.0,430193000.0,273978000.0,2214838000.0,31719000,28348000,212639000,6884000,9947000,195193000,372461000.0,51662000,1441799000.0,352897000.0,248967000.0,1324610000.0,1014081000,425305000,3665743000.0,375047000.0,315086000.0,3373411000.0,417034000.0,75634000,1180231000.0,203544000.0,242089000.0,1079000000.0
2022-09-01,2.368748,1.975174308,1.668486834,1.719737649,2.636553526,3.246562004,3.902861595,3.932801485,4.278743744,4.288109779,4.090001106,3.980819702,3.828631401,4.088145733,3.775893211,,,Q3 2022,Q3 2022,122592000,93286000,212867000,176819000,13552000,3797000,197057000,1173416000,643713000,3072953000,321439000,269122000,2803429000,768592000.0,267864000,2381064000.0,462520000.0,256186000.0,2181947000.0,31617000,28247000,205109000,0,13827000,187990000,430817000.0,48549000,1555994000.0,431977000.0,241946000.0,1436704000.0,1032199000,430106000,3773884000.0,420980000.0,307786000.0,3485866000.0,404195000.0,77636000,1160029000.0,177321000.0,220423000.0,1057940000.0
2022-08-01,1.075405,0.755917192,0.706255913,0.983827114,2.221391439,2.900265217,3.331845284,3.482836962,3.492941618,3.514864206,3.350828171,3.306401014,3.192634106,3.567631245,3.292622328,,,Q3 2022,Q3 2022,122592000,93286000,212867000,176819000,13552000,3797000,197057000,1173416000,643713000,3072953000,321439000,269122000,2803429000,768592000.0,267864000,2381064000.0,462520000.0,256186000.0,2181947000.0,31617000,28247000,205109000,0,13827000,187990000,430817000.0,48549000,1555994000.0,431977000.0,241946000.0,1436704000.0,1032199000,430106000,3773884000.0,420980000.0,307786000.0,3485866000.0,404195000.0,77636000,1160029000.0,177321000.0,220423000.0,1057940000.0
2022-07-01,-0.3490057,-0.119985782,0.093406551,0.717341244,2.122601509,2.316786051,2.837049961,2.887000322,2.884446621,2.805474997,2.676041603,2.679194689,2.648717403,3.214363813,3.009733677,,,Q3 2022,Q3 2022,122592000,93286000,212867000,176819000,13552000,3797000,197057000,1173416000,643713000,3072953000,321439000,269122000,2803429000,768592000.0,267864000,2381064000.0,462520000.0,256186000.0,2181947000.0,31617000,28247000,205109000,0,13827000,187990000,430817000.0,48549000,1555994000.0,431977000.0,241946000.0,1436704000.0,1032199000,430106000,3773884000.0,420980000.0,307786000.0,3485866000.0,404195000.0,77636000,1160029000.0,177321000.0,220423000.0,1057940000.0
2022-06-01,-0.360763,0.42022416,0.662554145,0.983134747,0.946064055,1.62618196,2.457860708,2.742381096,2.953315258,3.008219242,3.037880898,3.06761694,3.012875795,3.434251785,3.182724953,,,Q2 2022,Q2 2022,124682000,95814000,214389000,187945000,3703000,3744000,198113000,1226937000,658245000,3111606000,329495000,275697000,2842488000,772868000.0,267592000,2380904000.0,452696000.0,260425000.0,2181278000.0,31171000,27710000,197908000,0,13816000,181482000,410357000.0,36089000,1601224000.0,477615000.0,252436000.0,1483353000.0,1047978000,441649000,3841314000.0,419032000.0,307178000.0,3555171000.0,389248000.0,79477000,1173776000.0,202969000.0,226177000.0,1071114000.0
2022-05-01,-1.388561,-0.135450244,0.191408724,0.65887326,0.702482879,1.03921032,1.555288196,2.05010891,2.556499243,2.724787235,2.817301989,2.869059324,2.844072342,3.253136873,3.045121431,,,Q2 2022,Q2 2022,124682000,95814000,214389000,187945000,3703000,3744000,198113000,1226937000,658245000,3111606000,329495000,275697000,2842488000,772868000.0,267592000,2380904000.0,452696000.0,260425000.0,2181278000.0,31171000,27710000,197908000,0,13816000,181482000,410357000.0,36089000,1601224000.0,477615000.0,252436000.0,1483353000.0,1047978000,441649000,3841314000.0,419032000.0,307178000.0,3555171000.0,389248000.0,79477000,1173776000.0,202969000.0,226177000.0,1071114000.0
2022-04-01,-1.681701,-0.403784126,-0.00777976,0.403596938,0.296632409,0.822860777,1.395931959,2.058110714,2.714624643,2.885895729,2.954947233,2.977115154,2.933560848,3.207125664,2.997224331,,,Q2 2022,Q2 2022,124682000,95814000,214389000,187945000,3703000,3744000,198113000,1226937000,658245000,3111606000,329495000,275697000,2842488000,772868000.0,267592000,2380904000.0,452696000.0,260425000.0,2181278000.0,31171000,27710000,197908000,0,13816000,181482000,410357000.0,36089000,1601224000.0,477615000.0,252436000.0,1483353000.0,1047978000,441649000,3841314000.0,419032000.0,307178000.0,3555171000.0,389248000.0,79477000,1173776000.0,202969000.0,226177000.0,1071114000.0
2022-03-01,-2.146487,-0.919380546,-0.493428349,0.002826949,0.109001212,0.482169837,1.008771181,1.595020413,2.334533691,2.511816978,2.459887266,2.428709745,2.337952375,2.599486589,2.447619915,,,Q1 2022,Q1 2022,127303000,98707000,220355000,198134000,99000,2945000,203995000,1283280000,672180000,3238223000,356596000,278710000,2971606000,793610000.0,242547000,2394105000.0,446919000.0,257054000.0,2195752000.0,30302000,26831000,187121000,0,6974000,170967000,401586000.0,10586000,1589441000.0,455174000.0,260412000.0,1474202000.0,1117352000,366585000,3954687000.0,425724000.0,311732000.0,3668788000.0,409793000.0,80439000,1222233000.0,222505000.0,229817000.0,1118158000.0
2022-02-01,-2.651035,-1.422283888,-0.799093366,-0.135760412,0.048161499,0.291693419,0.620332718,0.97523582,1.432302594,1.621997595,1.717736959,1.805770397,1.825011492,2.242332697,2.161086559,,,Q1 2022,Q1 2022,127303000,98707000,220355000,198134000,99000,2945000,203995000,1283280000,672180000,3238223000,356596000,278710000,2971606000,793610000.0,242547000,2394105000.0,446919000.0,257054000.0,2195752000.0,30302000,26831000,187121000,0,6974000,170967000,401586000.0,10586000,1589441000.0,455174000.0,260412000.0,1474202000.0,1117352000,366585000,3954687000.0,425724000.0,311732000.0,3668788000.0,409793000.0,80439000,1222233000.0,222505000.0,229817000.0,1118158000.0
2022-01-01,-2.118266,-1.28745687,-0.71195364,-0.16308707,0.030417377,0.180041626,0.454715729,0.772400022,1.178654671,1.376863718,1.609431148,1.738090634,1.776679754,2.174624205,2.107508659,,,Q1 2022,Q1 2022,127303000,98707000,220355000,198134000,99000,2945000,203995000,1283280000,672180000,3238223000,356596000,278710000,2971606000,793610000.0,242547000,2394105000.0,446919000.0,257054000.0,2195752000.0,30302000,26831000,187121000,0,6974000,170967000,401586000.0,10586000,1589441000.0,455174000.0,260412000.0,1474202000.0,1117352000,366585000,3954687000.0,425724000.0,311732000.0,3668788000.0,409793000.0,80439000,1222233000.0,222505000.0,229817000.0,1118158000.0
2021-12-01,-2.498343,-1.66055131,-1.103298545,-0.466688246,0.015208518,0.030418873,0.177584231,0.376183182,0.732181787,0.95685488,1.262952447,1.43627286,1.510097742,1.933371425,1.903182149,,,Q4 2021,Q4 2021,127959000,98195000,211308000,189203000,148000,2881000,194699000,1229707000,674554000,3128528000,318689000,289058000,2858462000,774991000.0,216963000,2291413000.0,387464000.0,256727000.0,2088741000.0,25701000,22292000,181087000,164000,6718000,165189000,400675000.0,—,1463988000.0,407663000.0,256075000.0,1354062000.0,1048726000,363707000,3743567000.0,364083000.0,318511000.0,3449440000.0,443299000.0,80168000,1188140000.0,205588000.0,237398000.0,1081542000.0
2021-11-01,-2.644909,-1.661211491,-1.087614894,-0.516916573,0.096326336,0.04563025,0.093828633,0.218316495,0.564996779,0.838468909,1.159635186,1.370777607,1.444294095,1.859792829,1.791128635,,,Q4 2021,Q4 2021,127959000,98195000,211308000,189203000,148000,2881000,194699000,1229707000,674554000,3128528000,318689000,289058000,2858462000,774991000.0,216963000,2291413000.0,387464000.0,256727000.0,2088741000.0,25701000,22292000,181087000,164000,6718000,165189000,400675000.0,—,1463988000.0,407663000.0,256075000.0,1354062000.0,1048726000,363707000,3743567000.0,364083000.0,318511000.0,3449440000.0,443299000.0,80168000,1188140000.0,205588000.0,237398000.0,1081542000.0
2021-10-01,-2.515794,-1.753504992,-1.036582589,-0.376590788,0.048161566,0.048165251,0.055779058,0.119231097,0.497014105,0.753616989,1.183125615,1.450400591,1.552131653,1.970124841,1.9327842,,,Q4 2021,Q4 2021,127959000,98195000,211308000,189203000,148000,2881000,194699000,1229707000,674554000,3128528000,318689000,289058000,2858462000,774991000.0,216963000,2291413000.0,387464000.0,256727000.0,2088741000.0,25701000,22292000,181087000,164000,6718000,165189000,400675000.0,—,1463988000.0,407663000.0,256075000.0,1354062000.0,1048726000,363707000,3743567000.0,364083000.0,318511000.0,3449440000.0,443299000.0,80168000,1188140000.0,205588000.0,237398000.0,1081542000.0
2021-09-01,-2.368774,-1.64164722,-0.891593993,-0.236184731,0.04309155,0.032954067,0.045635328,0.068470478,0.275512815,0.508311987,0.964885473,1.285129666,1.487311125,1.987900496,2.044856787,,,Q3 2021,Q3 2021,107834000,82365000,190996000,171182000,97000,2315000,176327000,1257183000,683240000,3085446000,339923000,278621000,2812982000,765750000.0,198056000,2361876000.0,415819000.0,261274000.0,2160266000.0,24184790,21192537,172570503,0,10905338,157768709,408123000.0,—,1443230000.0,428382000.0,244992000.0,1336933000.0,1043125000,343542000,3757576000.0,427949000.0,319984000.0,3467535000.0,187787000.0,81837000,1190476000.0,214635000.0,229762000.0,1083357000.0
2021-08-01,-2.401388,-1.783538818,-1.031386971,-0.297255069,0.0253477,0.035489287,0.050707262,0.063396491,0.209320396,0.404291898,0.777147412,1.08547461,1.308758616,1.851518393,1.932407618,,,Q3 2021,Q3 2021,107834000,82365000,190996000,171182000,97000,2315000,176327000,1257183000,683240000,3085446000,339923000,278621000,2812982000,765750000.0,198056000,2361876000.0,415819000.0,261274000.0,2160266000.0,24184790,21192537,172570503,0,10905338,157768709,408123000.0,—,1443230000.0,428382000.0,244992000.0,1336933000.0,1043125000,343542000,3757576000.0,427949000.0,319984000.0,3467535000.0,187787000.0,81837000,1190476000.0,214635000.0,229762000.0,1083357000.0
2021-07-01,-2.714644,-1.978880048,-1.179796338,-0.3540591,0.032952249,0.040559474,0.045635156,0.063396648,0.183888093,0.337716401,0.690353572,0.995361805,1.222261667,1.803191185,1.892201662,,,Q3 2021,Q3 2021,107834000,82365000,190996000,171182000,97000,2315000,176327000,1257183000,683240000,3085446000,339923000,278621000,2812982000,765750000.0,198056000,2361876000.0,415819000.0,261274000.0,2160266000.0,24184790,21192537,172570503,0,10905338,157768709,408123000.0,—,1443230000.0,428382000.0,244992000.0,1336933000.0,1043125000,343542000,3757576000.0,427949000.0,319984000.0,3467535000.0,187787000.0,81837000,1190476000.0,214635000.0,229762000.0,1083357000.0
2021-06-01,-2.520935,-1.642179012,-0.88002044,-0.187233627,0.038021866,0.040559657,0.045635384,0.065934047,0.248596907,0.460431814,0.889415324,1.235971332,1.467989922,2.018014669,2.085710526,,,Q2 2021,Q2 2021,85811000,59992000,163399000,145838000,34000,2111000,151432000,1232047000,651401000,3029894000,345506000,274604000,2752775000,784398000.0,176742000,2327868000.0,426496000.0,267575000.0,2124958000.0,22900831,20236298,161646734,0,12191327,148372007,400292000.0,—,1387922000.0,429783000.0,241059000.0,1286032000.0,1023514000,341476000,3684256000.0,421855000.0,322615000.0,3397870000.0,455532000.0,82120000,1161805000.0,209434000.0,224142000.0,1053643000.0
2021-05-01,-2.724175,-1.822468638,-0.861825645,-0.047585599,-0.007604122,0.002534737,0.020279784,0.032959249,0.140673801,0.297850609,0.799534619,1.261698723,1.594301462,2.195575476,2.28243351,,,Q2 2021,Q2 2021,85811000,59992000,163399000,145838000,34000,2111000,151432000,1232047000,651401000,3029894000,345506000,274604000,2752775000,784398000.0,176742000,2327868000.0,426496000.0,267575000.0,2124958000.0,22900831,20236298,161646734,0,12191327,148372007,400292000.0,—,1387922000.0,429783000.0,241059000.0,1286032000.0,1023514000,341476000,3684256000.0,421855000.0,322615000.0,3397870000.0,455532000.0,82120000,1161805000.0,209434000.0,224142000.0,1053643000.0
2021-04-01,-2.545353,-1.745862842,-0.782342792,0.019257152,-0.002534717,0.002534738,0.022815039,0.048176557,0.158404604,0.329730213,0.846095979,1.308641076,1.625865579,2.173519611,2.296700954,,,Q2 2021,Q2 2021,85811000,59992000,163399000,145838000,34000,2111000,151432000,1232047000,651401000,3029894000,345506000,274604000,2752775000,784398000.0,176742000,2327868000.0,426496000.0,267575000.0,2124958000.0,22900831,20236298,161646734,0,12191327,148372007,400292000.0,—,1387922000.0,429783000.0,241059000.0,1286032000.0,1023514000,341476000,3684256000.0,421855000.0,322615000.0,3397870000.0,455532000.0,82120000,1161805000.0,209434000.0,224142000.0,1053643000.0
2021-03-01,-2.532503,-1.764371037,-0.636323273,0.094757773,-0.002534718,0.01520891,0.030421281,0.055786714,0.160274804,0.345782489,0.939270914,1.41946125,1.740434527,2.311263084,2.410568953,,,Q1 2021,Q1 2021,69008852,41164620,142346620,124150106,38434,1625596,132225841,1133793000,576000000,2970028000,323955000,251211000,2696028000,765788000.0,161742000,2314266000.0,430881000.0,259435000.0,2110993000.0,21682388,19232334,155797960,0,13680318,142856230,392691000.0,—,1301548000.0,401904000.0,221127000.0,1203884000.0,1068327000,217452000,3689336000.0,489906000.0,303519000.0,3408622000.0,461514000.0,83918000,1158772000.0,218344000.0,215826000.0,1051184000.0
2021-02-01,-2.341365,-1.76369226,-0.746136665,0.042332172,0.015208518,0.032953978,0.045635156,0.065934919,0.126958802,0.276094407,0.731266499,1.118015647,1.404923797,2.039551497,2.151254892,,,Q1 2021,Q1 2021,69008852,41164620,142346620,124150106,38434,1625596,132225841,1133793000,576000000,2970028000,323955000,251211000,2696028000,765788000.0,161742000,2314266000.0,430881000.0,259435000.0,2110993000.0,21682388,19232334,155797960,0,13680318,142856230,392691000.0,—,1301548000.0,401904000.0,221127000.0,1203884000.0,1068327000,217452000,3689336000.0,489906000.0,303519000.0,3408622000.0,461514000.0,83918000,1158772000.0,218344000.0,215826000.0,1051184000.0
2021-01-01,-2.334118,-1.838656068,-1.037880063,-0.293900579,0.045626655,0.048165251,0.065923959,0.076084457,0.109332003,0.170106307,0.419279993,0.754592776,1.065469146,1.642282844,1.829102159,,,Q1 2021,Q1 2021,69008852,41164620,142346620,124150106,38434,1625596,132225841,1133793000,576000000,2970028000,323955000,251211000,2696028000,765788000.0,161742000,2314266000.0,430881000.0,259435000.0,2110993000.0,21682388,19232334,155797960,0,13680318,142856230,392691000.0,—,1301548000.0,401904000.0,221127000.0,1203884000.0,1068327000,217452000,3689336000.0,489906000.0,303519000.0,3408622000.0,461514000.0,83918000,1158772000.0,218344000.0,215826000.0,1051184000.0
2020-12-01,-1.92295,-1.633189,-1.091971,-0.3769763,0.03041723,0.05830671,0.08114319,0.1040036,0.1210659,0.1649035,0.3607657,0.6433176,0.9131682,1.440302,1.644902,,,Q4 2020,Q4 2020,49306826,16592153,115511007,101981807,72100,1051635,107077516,883704000,438249000,2819627000,262891000,271481000,2546703000,745477000.0,104943000,2260090000.0,380384000.0,273983000.0,2059890000.0,18530191,16603310,142502134,137216,14387357,130751488,412494000.0,—,1163028000.0,322295000.0,215422000.0,1067096000.0,1017681000,201821000,3384757000.0,361581000.0,306165000.0,3105403000.0,457042000.0,71771000,1115862000.0,187715000.0,221565000.0,1012713000.0
2020-11-01,-1.435289,-1.353170753,-0.963994503,-0.370671302,0.076046094,0.071178563,0.091290429,0.106537297,0.148513198,0.186359406,0.360789686,0.611292481,0.838930428,1.357955813,1.567296743,,,Q4 2020,Q4 2020,49306826,16592153,115511007,101981807,72100,1051635,107077516,883704000,438249000,2819627000,262891000,271481000,2546703000,745477000.0,104943000,2260090000.0,380384000.0,273983000.0,2059890000.0,18530191,16603310,142502134,137216,14387357,130751488,412494000.0,—,1163028000.0,322295000.0,215422000.0,1067096000.0,1017681000,201821000,3384757000.0,361581000.0,306165000.0,3105403000.0,457042000.0,71771000,1115862000.0,187715000.0,221565000.0,1012713000.0
2020-10-01,-1.11344,-1.218049884,-0.836181879,-0.222449437,0.076046251,0.086434402,0.096364737,0.1166922,0.152471498,0.196732804,0.384367198,0.641855896,0.873736978,1.425899982,1.659791946,,,Q4 2020,Q4 2020,49306826,16592153,115511007,101981807,72100,1051635,107077516,883704000,438249000,2819627000,262891000,271481000,2546703000,745477000.0,104943000,2260090000.0,380384000.0,273983000.0,2059890000.0,18530191,16603310,142502134,137216,14387357,130751488,412494000.0,—,1163028000.0,322295000.0,215422000.0,1067096000.0,1017681000,201821000,3384757000.0,361581000.0,306165000.0,3105403000.0,457042000.0,71771000,1115862000.0,187715000.0,221565000.0,1012713000.0
2020-09-01,-1.040803,-1.252453804,-0.951461971,-0.334006071,0.065905869,0.091520853,0.101440199,0.116693266,0.126958907,0.156802595,0.276779592,0.470449001,0.68400979,1.224459887,1.455187082,,,Q3 2020,Q3 2020,40433910,12982223,96916771,84773020,31850,1077300,88949391,839897000,338400000,2738452000,293311000,255723000,2469602000,728465000.0,96065000,2234459000.0,388950000.0,276354000.0,2039864000.0,18655386,16923706,133225771,5000,16248577,121881162,424672000.0,—,1132059000.0,292898000.0,220325000.0,1039409000.0,960332000,141553000,3246076000.0,383267000.0,306701000.0,2974963000.0,389431000.0,46169000,955940000.0,171009000.0,203444000.0,866122000.0
2020-08-01,-1.287575,-1.454727292,-1.103897929,-0.375038624,0.08111614,0.093805723,0.106805161,0.111616142,0.130877003,0.148864597,0.267323494,0.488629013,0.704777896,1.241114497,1.474658251,,,Q3 2020,Q3 2020,40433910,12982223,96916771,84773020,31850,1077300,88949391,839897000,338400000,2738452000,293311000,255723000,2469602000,728465000.0,96065000,2234459000.0,388950000.0,276354000.0,2039864000.0,18655386,16923706,133225771,5000,16248577,121881162,424672000.0,—,1132059000.0,292898000.0,220325000.0,1039409000.0,960332000,141553000,3246076000.0,383267000.0,306701000.0,2974963000.0,389431000.0,46169000,955940000.0,171009000.0,203444000.0,866122000.0
2020-07-01,-1.056358,-1.244349837,-1.029317379,-0.465254545,0.081116319,0.083662495,0.088996813,0.106539078,0.1053629,0.114379399,0.204358205,0.381800085,0.528173387,0.96841532,1.192495704,,,Q3 2020,Q3 2020,40433910,12982223,96916771,84773020,31850,1077300,88949391,839897000,338400000,2738452000,293311000,255723000,2469602000,728465000.0,96065000,2234459000.0,388950000.0,276354000.0,2039864000.0,18655386,16923706,133225771,5000,16248577,121881162,424672000.0,—,1132059000.0,292898000.0,220325000.0,1039409000.0,960332000,141553000,3246076000.0,383267000.0,306701000.0,2974963000.0,389431000.0,46169000,955940000.0,171009000.0,203444000.0,866122000.0
2020-06-01,-0.749255,-0.897483051,-0.710207403,-0.168534979,0.091256194,0.129312962,0.129709065,0.149710163,0.1485129,0.173131496,0.287817806,0.490902513,0.656095088,1.174480081,1.410683632,,,Q2 2020,Q2 2020,32581314,12858823,85730985,74505764,75401,1058100,78262672,698326000,268949000,2741688000,277934000,261638000,2476051000,722969000.0,83332000,2232799000.0,405311000.0,279775000.0,2040413000.0,19105888,17507828,128303887,5000,18116446,117727959,410986000.0,—,1141523000.0,270777000.0,236224000.0,1051494000.0,1009987000,72908000,3213115000.0,395528000.0,346257000.0,2948649000.0,394360000.0,47043000,975363000.0,186236000.0,205464000.0,887354000.0
2020-05-01,-0.05021416,-0.541941345,-0.5111202,-0.085669085,0.111537673,0.12457855,0.152196884,0.157332242,0.160274804,0.193996906,0.303598493,0.497724891,0.652601004,1.17607975,1.406398535,,,Q2 2020,Q2 2020,32581314,12858823,85730985,74505764,75401,1058100,78262672,698326000,268949000,2741688000,277934000,261638000,2476051000,722969000.0,83332000,2232799000.0,405311000.0,279775000.0,2040413000.0,19105888,17507828,128303887,5000,18116446,117727959,410986000.0,—,1141523000.0,270777000.0,236224000.0,1051494000.0,1009987000,72908000,3213115000.0,395528000.0,346257000.0,2948649000.0,394360000.0,47043000,975363000.0,186236000.0,205464000.0,887354000.0
2020-04-01,0.5067471,-0.355793864,-0.435445309,-0.115640126,0.048161309,0.078806922,0.101439916,0.142092019,0.195580095,0.244690195,0.362368107,0.534169495,0.639278889,,1.284783244,,,Q2 2020,Q2 2020,32581314,12858823,85730985,74505764,75401,1058100,78262672,698326000,268949000,2741688000,277934000,261638000,2476051000,722969000.0,83332000,2232799000.0,405311000.0,279775000.0,2040413000.0,19105888,17507828,128303887,5000,18116446,117727959,410986000.0,—,1141523000.0,270777000.0,236224000.0,1051494000.0,1009987000,72908000,3213115000.0,395528000.0,346257000.0,2948649000.0,394360000.0,47043000,975363000.0,186236000.0,205464000.0,887354000.0
2020-03-01,0.8883899,-0.178333968,-0.260085553,0.074382961,0.00760421,0.061009355,0.139506683,0.154794201,0.245521098,0.292649209,0.37994051,0.5406937,0.669496298,,1.321425557,,,Q1 2020,Q1 2020,27422948,13574289,75009640,61911957,3172472,541037,67826419,669175000,254748000,2619954000,277312000,256712000,2355036000,666644000.0,82315000,2219770000.0,437819000.0,269298000.0,2026788000.0,18793206,17529833,123914929,0,18918503,113555164,369594000.0,—,1089756000.0,270196000.0,215965000.0,997377000.0,938076000,71200000,3139431000.0,413842000.0,327490000.0,2878169000.0,334063000.0,47286000,947795000.0,171712000.0,194856000.0,860567000.0
2020-02-01,-0.2704299,-0.443409532,-0.285946548,0.128207371,1.430034876,1.267013073,1.152718425,1.008876562,0.913047314,0.897202909,0.935643792,1.062254548,1.148594975,,1.675216556,,,Q1 2020,Q1 2020,27422948,13574289,75009640,61911957,3172472,541037,67826419,669175000,254748000,2619954000,277312000,256712000,2355036000,666644000.0,82315000,2219770000.0,437819000.0,269298000.0,2026788000.0,18793206,17529833,123914929,0,18918503,113555164,369594000.0,—,1089756000.0,270196000.0,215965000.0,997377000.0,938076000,71200000,3139431000.0,413842000.0,327490000.0,2878169000.0,334063000.0,47286000,947795000.0,171712000.0,194856000.0,860567000.0
2020-01-01,-0.03936864,-0.289376795,-0.137761995,0.26077801,1.524297595,1.538228631,1.523496985,1.422882318,1.313186049,1.293983579,1.313353658,1.419908047,1.506795645,,1.999648809,,,Q1 2020,Q1 2020,27422948,13574289,75009640,61911957,3172472,541037,67826419,669175000,254748000,2619954000,277312000,256712000,2355036000,666644000.0,82315000,2219770000.0,437819000.0,269298000.0,2026788000.0,18793206,17529833,123914929,0,18918503,113555164,369594000.0,—,1089756000.0,270196000.0,215965000.0,997377000.0,938076000,71200000,3139431000.0,413842000.0,327490000.0,2878169000.0,334063000.0,47286000,947795000.0,171712000.0,194856000.0,860567000.0
